ATL,2005
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2005
14,Ime Udoka,33,20,0,130,5,21,.238,0,8,.000,5,13,.385,.238,4,8,.500,5,14,19,13,8,1,5,14,14,SAS,2011
15,Danny Green,23,8,0,92,17,35,.486,7,19,.368,10,16,.625,.586,0,0,,3,12,15,2,2,1,5,7,41,SAS,2011
16,Larry Owens,28,7,0,31,3,6,.500,1,3,.333,2,3,.667,.583,2,4,.500,0,4,4,1,2,0,0,4,9,SAS,2011
17,Garrett Temple,24,3,0,21,1,5,.200,0,1,.000,1,4,.250,.200,0,2,.000,1,1,2,2,1,1,1,2,2,SAS,2011
18,Alonzo Gee,23,5,0,18,1,3,.333,0,0,,1,3,.333,.333,0,0,,2,1,3,0,0,2,3,3,2,SAS,2011
19,Bobby Simmons,30,2,0,16,0,3,.000,0,3,.000,0,0,,.000,0,0,,0,0,0,2,0,0,0,2,0,SAS,2011
20,Othyus Jeffers,25,1,0,8,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,2,2,1,0,0,1,1,2,SAS,2011
,Team Totals,,82,,19780,3148,6628,.475,685,1727,.397,2463,4901,.503,.527,1521,1984,.767,829,2603,3432,1836,602,372,1101,1556,8502,SAS,2011
SAS,2012
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SAS,2012
1,Tony Parker,29,60,60,1923,427,890,.480,14,61,.230,413,829,.498,.488,227,284,.799,22,149,171,463,57,5,153,75,1095,SAS,2012
2,Tim Duncan,35,58,58,1634,361,733,.492,0,4,.000,361,729,.495,.492,173,249,.695,110,410,520,132,38,88,97,98,895,SAS,2012
3,Kawhi Leonard,20,64,39,1534,199,404,.493,41,109,.376,158,295,.536,.543,68,88,.773,104,223,327,70,85,24,44,88,507,SAS,2012
4,Danny Green,24,66,38,1522,211,477,.442,102,234,.436,109,243,.449,.549,79,100,.790,54,174,228,86,58,46,67,107,603,SAS,2012
5,DeJuan Blair,22,64,62,1363,269,504,.534,0,1,.000,269,503,.535,.534,73,119,.613,154,197,351,78,59,12,92,168,611,SAS,2012
6,Matt Bonner,31,65,2,1326,154,350,.440,105,250,.420,49,100,.490,.590,16,21,.762,29,185,214,61,15,21,14,68,429,SAS,2012
7,Gary Neal,27,56,7,1206,212,486,.436,83,198,.419,129,288,.448,.522,50,64,.781,12,106,118,117,27,2,60,75,557,SAS,2012
8,Richard Jefferson,31,41,41,1168,132,319,.414,80,190,.421,52,129,.403,.539,35,50,.700,18,125,143,55,25,12,32,83,379,SAS,2012
9,Tiago Splitter,27,59,2,1121,212,343,.618,0,0,,212,343,.618,.618,125,181,.691,93,213,306,65,21,47,87,134,549,SAS,2012
10,Manu Ginobili,34,34,7,792,150,285,.526,52,126,.413,98,159,.616,.618,88,101,.871,18,98,116,151,24,12,64,56,440,SAS,2012
11,James Anderson,22,51,2,603,66,174,.379,19,68,.279,47,106,.443,.434,39,52,.750,16,63,79,41,8,2,30,35,190,SAS,2012
12,Stephen Jackson,33,21,1,500,62,153,.405,19,62,.306,43,91,.473,.467,44,54,.815,6,75,81,41,28,7,37,38,187,SAS,2012
13,Boris Diaw,29,20,7,406,40,68,.588,8,13,.615,32,55,.582,.647,5,8,.625,23,62,85,47,14,6,28,54,93,SAS,2012
14,Cory Joseph,20,29,1,266,22,70,.314,3,15,.200,19,55,.345,.336,11,17,.647,5,20,25,34,7,3,12,16,58,SAS,2012
15,Patrick Mills,23,16,3,261,63,130,.485,24,56,.429,39,74,.527,.577,15,15,1.000,4,24,28,39,10,1,26,14,165,SAS,2012
16,T.J. Ford,28,14,0,191,19,43,.442,2,8,.250,17,35,.486,.465,11,14,.786,3,15,18,45,9,2,23,23,51,SAS,2012
17,Eric Dawson,27,4,0,39,7,12,.583,0,0,,7,12,.583,.583,1,2,.500,5,5,10,0,1,2,3,6,15,SAS,2012
18,Derrick Byars,27,2,0,37,3,11,.273,0,6,.000,3,5,.600,.273,4,4,1.000,6,5,11,1,2,0,0,2,10,SAS,2012
19,Justin Dentmon,26,2,0,19,2,6,.333,0,4,.000,2,2,1.000,.333,0,0,,0,1,1,1,1,0,1,2,4,SAS,2012
20,Malcolm Thomas,23,3,0,15,0,3,.000,0,0,,0,3,.000,.000,1,2,.500,1,2,3,1,1,1,0,0,1,SAS,2012
21,Ike Diogu,28,2,0,14,0,2,.000,0,0,,0,2,.000,.000,2,2,1.000,0,1,1,0,0,0,1,1,2,SAS,2012
,Team Totals,,66,,15940,2611,5463,.478,552,1405,.393,2059,4058,.507,.528,1067,1427,.748,683,2153,2836,1528,490,293,895,1143,6841,SAS,2012
SAS,2013
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SAS,2013
1,Danny Green,25,80,80,2201,297,663,.448,177,413,.429,120,250,.480,.581,67,79,.848,36,208,244,141,92,54,94,124,838,SAS,2013
2,Tony Parker,30,66,66,2174,519,995,.522,24,68,.353,495,927,.534,.534,279,330,.845,18,180,198,499,54,6,170,92,1341,SAS,2013
3,Tim Duncan,36,69,69,2078,490,976,.502,2,7,.286,488,969,.504,.503,245,300,.817,124,562,686,184,50,183,147,117,1227,SAS,2013
4,Tiago Splitter,28,81,58,1997,315,563,.560,0,2,.000,315,561,.561,.560,208,285,.730,144,371,515,130,63,64,100,161,838,SAS,2013
5,Kawhi Leonard,21,58,57,1810,260,526,.494,65,174,.374,195,352,.554,.556,104,126,.825,63,283,346,93,97,32,62,99,689,SAS,2013
6,Boris Diaw,30,75,20,1709,179,332,.539,30,78,.385,149,254,.587,.584,47,65,.723,66,188,254,180,52,27,84,143,435,SAS,2013
7,Gary Neal,28,68,17,1484,246,597,.412,89,251,.355,157,346,.454,.487,64,74,.865,13,130,143,129,30,2,69,93,645,SAS,2013
8,Manu Ginobili,35,60,0,1393,229,539,.425,83,235,.353,146,304,.480,.502,164,206,.796,30,171,201,274,80,13,132,114,705,SAS,2013
9,Stephen Jackson,34,55,6,1075,123,330,.373,46,170,.271,77,160,.481,.442,49,70,.700,22,133,155,80,37,14,77,89,341,SAS,2013
10,Nando De Colo,25,72,6,920,105,241,.436,31,82,.378,74,159,.465,.500,35,44,.795,23,115,138,138,41,6,81,87,276,SAS,2013
11,Matt Bonner,32,68,4,909,112,230,.487,53,120,.442,59,110,.536,.602,11,15,.733,25,104,129,36,17,19,16,86,288,SAS,2013
12,DeJuan Blair,23,61,16,851,142,271,.524,0,1,.000,142,270,.526,.524,44,70,.629,66,164,230,45,37,10,49,112,328,SAS,2013
13,Patrick Mills,24,58,2,656,113,241,.469,52,130,.400,61,111,.550,.577,16,19,.842,9,41,50,62,26,4,39,55,294,SAS,2013
14,Cory Joseph,21,28,9,388,51,110,.464,6,21,.286,45,89,.506,.491,18,21,.857,12,40,52,53,15,4,21,25,126,SAS,2013
15,Aron Baynes,26,16,0,141,18,36,.500,0,1,.000,18,35,.514,.500,7,12,.583,12,20,32,5,1,6,11,23,43,SAS,2013
16,James Anderson,23,10,0,94,11,25,.440,5,11,.455,6,14,.429,.540,7,9,.778,3,11,14,9,3,2,7,7,34,SAS,2013
,Team Totals,,82,,19880,3210,6675,.481,663,1764,.376,2547,4911,.519,.531,1365,1725,.791,666,2721,3387,2058,695,446,1206,1427,8448,SAS,2013
SAS,2014
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SAS,2014
1,Tim Duncan,37,74,74,2158,444,906,.490,0,5,.000,444,901,.493,.490,231,316,.731,158,563,721,220,43,139,159,134,1119,SAS,2014
2,Marco Belinelli,27,80,25,2016,337,695,.485,126,293,.430,211,402,.525,.576,111,131,.847,18,208,226,179,50,7,95,130,911,SAS,2014
3,Tony Parker,31,68,68,1997,456,914,.499,25,67,.373,431,847,.509,.513,197,243,.811,17,138,155,388,36,9,151,86,1134,SAS,2014
4,Boris Diaw,31,79,24,1974,302,580,.521,45,112,.402,257,468,.549,.559,68,92,.739,74,252,326,222,44,32,121,140,717,SAS,2014
5,Kawhi Leonard,22,66,65,1923,337,645,.522,69,182,.379,268,463,.579,.576,101,126,.802,76,336,412,133,114,50,80,127,844,SAS,2014
6,Danny Green,26,68,59,1651,218,505,.432,132,318,.415,86,187,.460,.562,50,63,.794,25,204,229,104,65,61,76,107,618,SAS,2014
7,Manu Ginobili,36,68,3,1550,294,627,.469,90,258,.349,204,369,.553,.541,160,188,.851,30,172,202,293,70,17,139,128,838,SAS,2014
8,Patrick Mills,25,81,2,1527,309,666,.464,135,318,.425,174,348,.500,.565,73,82,.890,34,135,169,149,68,9,63,114,826,SAS,2014
9,Tiago Splitter,29,59,50,1271,181,346,.523,0,3,.000,181,343,.528,.523,121,173,.699,123,240,363,90,29,31,75,117,483,SAS,2014
10,Jeff Ayres,26,73,10,952,101,174,.580,0,0,,101,174,.580,.580,38,55,.691,89,169,258,60,13,25,63,146,240,SAS,2014
11,Cory Joseph,22,68,19,936,126,265,.475,12,38,.316,114,227,.502,.498,79,96,.823,32,75,107,114,35,14,43,84,343,SAS,2014
12,Matt Bonner,33,61,0,690,73,164,.445,42,98,.429,31,66,.470,.573,9,12,.750,16,114,130,31,15,11,16,49,197,SAS,2014
13,Aron Baynes,27,53,4,491,71,163,.436,0,0,,71,163,.436,.436,19,21,.905,57,88,145,34,2,5,36,77,161,SAS,2014
14,Nando De Colo,26,26,3,301,42,93,.452,10,31,.323,32,62,.516,.505,18,22,.818,6,39,45,32,15,3,21,25,112,SAS,2014
15,Austin Daye,25,14,1,115,21,55,.382,12,29,.414,9,26,.346,.491,4,7,.571,3,17,20,6,4,4,5,14,58,SAS,2014
16,Shannon Brown,28,10,1,103,8,28,.286,0,2,.000,8,26,.308,.286,7,9,.778,1,12,13,5,1,0,8,12,23,SAS,2014
17,Damion James,26,5,1,50,2,9,.222,0,2,.000,2,7,.286,.222,2,2,1.000,1,11,12,3,0,1,1,3,6,SAS,2014
18,Othyus Jeffers,28,4,1,34,3,5,.600,0,1,.000,3,4,.750,.600,1,2,.500,1,5,6,1,0,0,0,2,7,SAS,2014
19,Malcolm Thomas,25,1,0,15,1,4,.250,0,0,,1,4,.250,.250,0,2,.000,1,8,9,0,0,2,1,0,2,SAS,2014
,Team Totals,,82,,19755,3326,6844,.486,698,1757,.397,2628,5087,.517,.537,1289,1642,.785,762,2786,3548,2064,604,420,1180,1495,8639,SAS,2014
SAS,2015
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SAS,2015
1,Danny Green,27,81,80,2312,322,738,.436,191,457,.418,131,281,.466,.566,111,127,.874,54,289,343,158,101,87,93,163,946,SAS,2015
2,Tim Duncan,38,77,77,2227,419,819,.512,2,7,.286,417,812,.514,.513,230,311,.740,170,534,704,230,63,151,131,165,1070,SAS,2015
3,Kawhi Leonard,23,64,64,2033,394,822,.479,67,192,.349,327,630,.519,.520,202,252,.802,85,376,461,161,148,48,97,128,1057,SAS,2015
4,Boris Diaw,32,81,15,1984,291,632,.460,54,169,.320,237,463,.512,.503,72,93,.774,78,270,348,233,36,23,126,148,708,SAS,2015
5,Tony Parker,32,68,68,1953,404,832,.486,38,89,.427,366,743,.493,.508,130,166,.783,15,114,129,335,44,2,146,108,976,SAS,2015
6,Manu Ginobili,37,70,0,1587,251,589,.426,89,258,.345,162,331,.489,.502,147,204,.721,28,183,211,293,67,20,154,138,738,SAS,2015
7,Cory Joseph,23,79,14,1444,207,411,.504,16,44,.364,191,367,.520,.523,105,143,.734,44,148,192,188,46,17,67,105,535,SAS,2015
8,Marco Belinelli,28,62,9,1388,199,470,.423,86,230,.374,113,240,.471,.515,84,99,.848,26,131,157,94,31,3,61,85,568,SAS,2015
9,Aron Baynes,28,70,17,1122,185,327,.566,1,4,.250,184,323,.570,.567,90,104,.865,109,209,318,35,16,22,65,162,461,SAS,2015
10,Tiago Splitter,30,52,35,1030,169,303,.558,0,0,,169,303,.558,.558,90,120,.750,91,161,252,78,35,37,60,103,428,SAS,2015
11,Matt Bonner,34,72,19,935,94,230,.409,46,126,.365,48,104,.462,.509,30,37,.811,29,86,115,47,10,12,11,65,264,SAS,2015
12,Patrick Mills,26,51,0,801,128,336,.381,62,182,.341,66,154,.429,.473,33,40,.825,21,54,75,87,28,2,35,58,351,SAS,2015
13,Jeff Ayres,27,51,0,383,55,95,.579,0,0,,55,95,.579,.579,27,36,.750,37,80,117,14,8,8,26,60,137,SAS,2015
14,Kyle Anderson,21,33,8,358,31,89,.348,3,11,.273,28,78,.359,.365,9,14,.643,5,67,72,28,15,7,10,28,74,SAS,2015
15,Austin Daye,26,26,4,268,40,115,.348,19,57,.333,21,58,.362,.430,4,4,1.000,6,55,61,9,8,3,18,30,103,SAS,2015
16,Reggie Williams,28,20,0,105,15,39,.385,3,19,.158,12,20,.600,.423,4,4,1.000,5,12,17,10,1,0,2,12,37,SAS,2015
17,JaMychal Green,24,4,0,25,4,7,.571,0,2,.000,4,5,.800,.571,0,0,,3,3,6,0,0,2,2,6,8,SAS,2015
,Team Totals,,82,,19955,3208,6854,.468,677,1847,.367,2531,5007,.505,.517,1368,1754,.780,806,2772,3578,2000,657,444,1146,1564,8461,SAS,2015
SEA,2005
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEA,2005
1,Ray Allen,29,78,78,3064,640,1494,.428,209,556,.376,431,938,.459,.498,378,428,.883,79,268,347,289,84,5,171,167,1867,SEA,2005
2,Rashard Lewis,25,71,71,2697,532,1151,.462,173,432,.400,359,719,.499,.537,220,283,.777,110,278,388,94,75,62,123,158,1457,SEA,2005
3,Luke Ridnour,23,82,82,2571,299,739,.405,67,178,.376,232,561,.414,.450,159,180,.883,55,149,204,483,94,23,149,185,824,SEA,2005
4,Antonio Daniels,29,75,2,2026,273,623,.438,49,165,.297,224,458,.489,.478,248,304,.816,20,149,169,309,51,3,78,78,843,SEA,2005
5,Reggie Evans,24,79,79,1881,131,275,.476,0,2,.000,131,273,.480,.476,125,234,.534,254,482,736,58,58,15,104,202,387,SEA,2005
6,Vladimir Radmanovic,24,63,0,1856,266,650,.409,128,329,.389,138,321,.430,.508,81,103,.786,52,237,289,86,57,31,80,172,741,SEA,2005
7,Nick Collison,24,82,4,1396,190,354,.537,0,3,.000,190,351,.541,.537,83,118,.703,156,220,376,32,34,50,62,252,463,SEA,2005
8,Jerome James,29,80,80,1330,174,342,.509,0,2,.000,174,340,.512,.509,47,65,.723,81,160,241,19,23,111,88,279,395,SEA,2005
9,Danny Fortson,28,62,0,1047,118,226,.522,0,0,,118,226,.522,.522,227,258,.880,157,191,348,8,15,7,91,265,463,SEA,2005
10,Ronald Murray,25,49,6,883,131,363,.361,24,95,.253,107,268,.399,.394,59,80,.738,15,83,98,65,30,11,57,59,345,SEA,2005
11,Damien Wilkins,25,29,7,520,73,168,.435,16,59,.271,57,109,.523,.482,21,34,.618,29,37,66,26,22,10,16,55,183,SEA,2005
12,Vitaly Potapenko,29,33,1,335,45,87,.517,0,1,.000,45,86,.523,.517,27,31,.871,30,48,78,9,7,3,12,53,117,SEA,2005
13,Robert Swift,19,16,0,72,5,11,.455,0,0,,5,11,.455,.455,5,9,.556,1,4,5,2,1,7,4,16,15,SEA,2005
14,Mateen Cleaves,27,14,0,65,5,14,.357,0,2,.000,5,12,.417,.357,3,4,.750,2,4,6,7,2,0,2,2,13,SEA,2005
15,Ibo Kutluay,30,5,0,12,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,2,1,0,SEA,2005
,Team Totals,,82,,19755,2882,6498,.444,666,1824,.365,2216,4674,.474,.495,1683,2131,.790,1041,2311,3352,1487,553,338,1113,1944,8113,SEA,2005
SEA,2006
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEA,2006
1,Ray Allen,30,78,78,3022,681,1500,.454,269,653,.412,412,847,.486,.544,324,359,.903,71,261,332,286,105,16,188,151,1955,SEA,2006
2,Rashard Lewis,26,78,77,2876,538,1151,.467,142,370,.384,396,781,.507,.529,350,428,.818,111,279,390,182,102,50,141,191,1568,SEA,2006
3,Luke Ridnour,24,79,77,2625,334,799,.418,43,149,.289,291,650,.448,.445,199,227,.877,47,188,235,550,123,22,162,178,910,SEA,2006
4,Damien Wilkins,26,82,12,1525,193,435,.444,14,56,.250,179,379,.472,.460,136,162,.840,79,113,192,107,72,12,85,144,536,SEA,2006
5,Nick Collison,25,66,27,1448,207,394,.525,0,3,.000,207,391,.529,.525,79,113,.699,143,225,368,74,21,35,77,213,493,SEA,2006
6,Johan Petro,20,68,41,1282,153,300,.510,0,0,,153,300,.510,.510,47,75,.627,109,187,296,15,25,51,60,213,353,SEA,2006
7,Vladimir Radmanovic,25,47,16,1089,154,384,.401,72,196,.367,82,188,.436,.495,55,62,.887,39,148,187,72,32,15,53,130,435,SEA,2006
8,Ronald Murray,26,48,2,1085,179,451,.397,17,76,.224,162,375,.432,.416,99,138,.717,18,68,86,120,30,4,79,69,474,SEA,2006
9,Robert Swift,20,47,20,987,124,241,.515,0,0,,124,241,.515,.515,53,91,.582,94,170,264,8,15,56,49,142,301,SEA,2006
10,Chris Wilcox,23,29,23,872,167,282,.592,0,0,,167,282,.592,.592,74,94,.787,72,165,237,34,18,13,40,80,408,SEA,2006
11,Reggie Evans,25,41,23,788,88,173,.509,0,1,.000,88,172,.512,.509,66,120,.550,114,162,276,23,24,5,41,95,242,SEA,2006
12,Earl Watson,26,24,0,603,98,227,.432,42,100,.420,56,127,.441,.524,38,52,.731,7,65,72,129,31,3,61,64,276,SEA,2006
13,Mikki Moore,30,47,1,583,54,124,.435,0,2,.000,54,122,.443,.435,46,62,.742,44,86,130,27,7,15,40,92,154,SEA,2006
14,Vitaly Potapenko,30,24,12,321,32,64,.500,0,0,,32,64,.500,.500,10,17,.588,26,36,62,7,2,2,14,44,74,SEA,2006
15,Danny Fortson,29,23,1,276,27,51,.529,0,0,,27,51,.529,.529,33,43,.767,31,47,78,2,4,2,26,76,87,SEA,2006
16,Mateen Cleaves,28,27,0,230,25,71,.352,4,16,.250,21,55,.382,.380,19,24,.792,2,12,14,42,3,2,14,30,73,SEA,2006
17,Mike Wilks,26,10,0,105,12,31,.387,1,5,.200,11,26,.423,.403,19,29,.655,3,9,12,14,6,0,9,7,44,SEA,2006
18,Noel Felix,24,12,0,82,6,25,.240,1,3,.333,5,22,.227,.260,5,8,.625,3,10,13,2,2,3,8,13,18,SEA,2006
19,Rick Brunson,33,4,0,31,5,8,.625,0,1,.000,5,7,.714,.625,0,0,,0,2,2,2,0,0,3,1,10,SEA,2006
,Team Totals,,82,,19830,3077,6711,.459,605,1631,.371,2472,5080,.487,.504,1652,2104,.785,1013,2233,3246,1696,622,306,1208,1933,8411,SEA,2006
SEA,2007
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEA,2007
1,Chris Wilcox,24,82,81,2586,433,819,.529,0,6,.000,433,813,.533,.529,240,351,.684,178,451,629,82,70,38,127,248,1106,SEA,2007
2,Nick Collison,26,82,56,2378,318,636,.500,0,2,.000,318,634,.502,.500,154,199,.774,229,437,666,82,48,66,123,289,790,SEA,2007
3,Rashard Lewis,27,60,60,2348,463,1005,.461,151,387,.390,312,618,.505,.536,265,315,.841,91,305,396,145,68,39,118,143,1342,SEA,2007
4,Ray Allen,31,55,55,2219,505,1153,.438,165,443,.372,340,710,.479,.510,279,309,.903,57,190,247,228,82,11,154,113,1454,SEA,2007
5,Earl Watson,27,77,25,2152,263,687,.383,92,280,.329,171,407,.420,.450,108,147,.735,34,151,185,437,99,23,167,152,726,SEA,2007
6,Luke Ridnour,25,71,58,2091,301,695,.433,49,139,.353,252,556,.453,.468,128,159,.805,28,136,164,368,83,19,156,181,779,SEA,2007
7,Damien Wilkins,27,82,31,2037,262,602,.435,50,122,.410,212,480,.442,.477,150,170,.882,87,142,229,156,92,16,116,157,724,SEA,2007
8,Johan Petro,21,81,13,1510,226,438,.516,0,0,,226,438,.516,.516,50,77,.649,92,243,335,45,39,47,82,237,502,SEA,2007
9,Mickael Gelabale,23,70,14,1239,122,264,.462,11,47,.234,111,217,.512,.483,66,82,.805,59,114,173,56,24,22,49,108,321,SEA,2007
10,Mike Wilks,27,47,4,534,66,141,.468,5,15,.333,61,126,.484,.486,33,42,.786,15,39,54,79,15,4,31,53,170,SEA,2007
11,Andre Brown,25,38,0,271,42,74,.568,0,1,.000,42,73,.575,.568,9,15,.600,26,48,74,2,6,4,29,26,93,SEA,2007
12,Mouhamed Sene,20,28,3,169,18,49,.367,0,0,,18,49,.367,.367,17,29,.586,16,29,45,0,3,12,11,33,53,SEA,2007
13,Danny Fortson,30,14,6,158,15,30,.500,0,1,.000,15,29,.517,.500,10,13,.769,13,30,43,1,1,0,15,38,40,SEA,2007
14,Andreas Glyniadakis,25,13,4,81,8,17,.471,0,0,,8,17,.471,.471,1,2,.500,2,6,8,1,0,0,9,19,17,SEA,2007
15,Desmon Farmer,25,8,0,32,5,15,.333,2,8,.250,3,7,.429,.400,1,1,1.000,0,1,1,9,1,0,1,2,13,SEA,2007
16,Randy Livingston,31,4,0,26,0,3,.000,0,0,,0,3,.000,.000,0,0,,1,0,1,4,0,0,1,2,0,SEA,2007
,Team Totals,,82,,19830,3047,6628,.460,525,1451,.362,2522,5177,.487,.499,1511,1911,.791,928,2322,3250,1695,631,301,1268,1801,8130,SEA,2007
SEA,2008
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEA,2008
1,Kevin Durant,19,80,80,2768,587,1366,.430,59,205,.288,528,1161,.455,.451,391,448,.873,70,278,348,192,78,75,232,122,1624,SEA,2008
2,Earl Watson,28,78,73,2269,339,747,.454,49,132,.371,290,615,.472,.487,111,145,.766,43,182,225,531,69,11,175,158,838,SEA,2008
3,Jeff Green,21,80,52,2253,320,749,.427,21,76,.276,299,673,.444,.441,177,238,.744,101,278,379,119,46,49,158,198,838,SEA,2008
4,Nick Collison,27,78,35,2223,322,641,.502,0,2,.000,322,639,.504,.502,123,167,.737,254,476,730,113,47,60,118,250,767,SEA,2008
5,Damien Wilkins,28,76,31,1843,271,673,.403,50,155,.323,221,518,.427,.440,106,144,.736,72,173,245,150,62,19,89,128,698,SEA,2008
6,Chris Wilcox,25,62,55,1739,334,638,.524,0,3,.000,334,635,.526,.524,160,248,.645,126,307,433,74,46,36,103,174,828,SEA,2008
7,Johan Petro,22,72,28,1310,184,439,.419,0,1,.000,184,438,.420,.419,64,87,.736,98,272,370,32,35,42,73,173,432,SEA,2008
8,Luke Ridnour,26,61,5,1223,147,368,.399,21,71,.296,126,297,.424,.428,78,91,.857,13,81,94,241,37,14,80,120,393,SEA,2008
9,Wally Szczerbiak,30,50,1,1180,236,513,.460,71,166,.428,165,347,.476,.529,113,134,.843,16,120,136,69,14,5,56,67,656,SEA,2008
10,Kurt Thomas,35,42,39,1060,139,271,.513,0,0,,139,271,.513,.513,39,56,.696,94,275,369,53,35,43,28,131,317,SEA,2008
11,Delonte West,24,35,5,727,97,250,.388,19,56,.339,78,194,.402,.426,26,39,.667,13,83,96,113,30,10,66,44,239,SEA,2008
12,Mickael Gelabale,24,39,0,465,69,157,.439,16,37,.432,53,120,.442,.490,14,18,.778,16,42,58,33,10,9,27,31,168,SEA,2008
13,Francisco Elson,31,22,2,279,30,88,.341,0,1,.000,30,87,.345,.341,6,13,.462,17,48,65,8,6,6,17,34,66,SEA,2008
14,Donyell Marshall,34,15,0,184,19,54,.352,7,30,.233,12,24,.500,.417,12,13,.923,15,31,46,5,4,7,9,15,57,SEA,2008
15,Robert Swift,22,8,4,98,6,17,.353,0,0,,6,17,.353,.353,2,2,1.000,6,12,18,1,5,6,10,16,14,SEA,2008
16,Adrian Griffin,33,13,0,85,6,16,.375,0,0,,6,16,.375,.375,2,2,1.000,9,13,22,5,5,1,5,8,14,SEA,2008
17,Mouhamed Sene,21,13,0,62,11,24,.458,0,0,,11,24,.458,.458,8,17,.471,7,9,16,1,0,7,0,9,30,SEA,2008
18,Mike Wilks,28,3,0,22,5,9,.556,0,1,.000,5,8,.625,.556,2,2,1.000,0,1,1,5,1,0,3,2,12,SEA,2008
19,Ronald Dupree,27,4,0,18,1,3,.333,0,0,,1,3,.333,.333,2,2,1.000,1,7,8,1,1,0,0,0,4,SEA,2008
20,Ira Newble,33,2,0,17,2,7,.286,0,2,.000,2,5,.400,.286,0,0,,0,0,0,1,0,0,0,0,4,SEA,2008
21,Eddie Gill,29,1,0,5,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,1,0,0,1,0,0,SEA,2008
,Team Totals,,82,,19830,3125,7032,.444,313,939,.333,2812,6093,.462,.467,1436,1866,.770,971,2688,3659,1748,531,400,1310,1680,7999,SEA,2008
TOR,2005
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TOR,2005
1,Chris Bosh,20,81,81,3017,473,1005,.471,3,10,.300,470,995,.472,.472,412,542,.760,194,524,718,153,76,113,187,226,1361,TOR,2005
2,Rafer Alston,28,80,78,2717,403,974,.414,139,389,.357,264,585,.451,.485,191,258,.740,42,237,279,514,118,7,170,212,1136,TOR,2005
3,Jalen Rose,32,81,65,2710,527,1159,.455,108,274,.394,419,885,.473,.501,333,390,.854,44,232,276,209,63,10,180,190,1495,TOR,2005
4,Morris Peterson,27,82,61,2510,356,848,.420,129,335,.385,227,513,.442,.496,188,226,.832,71,269,340,169,91,18,93,219,1029,TOR,2005
5,Donyell Marshall,31,65,2,1645,262,592,.443,151,363,.416,111,229,.485,.570,72,91,.791,95,333,428,81,57,46,42,136,747,TOR,2005
6,Matt Bonner,24,82,0,1553,247,463,.533,39,92,.424,208,371,.561,.576,56,71,.789,108,177,285,48,39,19,40,220,589,TOR,2005
7,Milt Palacio,26,80,4,1533,175,392,.446,2,12,.167,173,380,.455,.449,115,155,.742,26,108,134,279,48,13,104,126,467,TOR,2005
8,Lamond Murray,31,62,1,918,132,310,.426,46,105,.438,86,205,.420,.500,61,80,.763,44,120,164,47,32,16,54,85,371,TOR,2005
9,Rafael Araujo,24,59,41,736,76,175,.434,1,3,.333,75,172,.436,.437,43,55,.782,59,126,185,16,21,8,52,157,196,TOR,2005
10,Loren Woods,26,45,30,712,71,164,.433,0,1,.000,71,163,.436,.433,34,59,.576,81,139,220,17,8,39,37,78,176,TOR,2005
11,Vince Carter,28,20,20,608,124,302,.411,19,59,.322,105,243,.432,.442,50,72,.694,28,38,66,61,25,15,22,56,317,TOR,2005
